timestamp,open,high,low,close
2025-07-10 23:00,1.17053,1.1707,1.1699,1.17015
2025-07-11 00:00,1.17017,1.17045,1.16644,1.16742
2025-07-11 01:00,1.1674,1.16859,1.1667,1.16753
2025-07-11 02:00,1.16754,1.16781,1.1669,1.1671
2025-07-11 03:00,1.1671,1.16844,1.1669,1.16812
2025-07-11 04:00,1.16816,1.1683,1.1668,1.1676
2025-07-11 05:00,1.16762,1.16842,1.1674,1.16781
2025-07-11 06:00,1.16782,1.1685,1.16701,1.16748
2025-07-11 07:00,1.16748,1.1696,1.16748,1.16889
2025-07-11 08:00,1.1689,1.16924,1.16786,1.16821
2025-07-11 09:00,1.16819,1.16955,1.168,1.1695
2025-07-11 10:00,1.16949,1.16968,1.1686,1.16925
2025-07-11 11:00,1.16926,1.1702,1.1685,1.16877
2025-07-11 12:00,1.16875,1.17002,1.1682,1.16885
2025-07-11 13:00,1.16887,1.17141,1.1685,1.16887
2025-07-11 14:00,1.16886,1.16942,1.16738,1.16921
2025-07-11 15:00,1.1692,1.1705,1.16888,1.16961
