timestamp,Open,High,Low,Close
2025-09-05 13:30,23841.98046875,23860.251953125,23805.16796875,23813.240234375
2025-09-05 13:35,23806.216796875,23810.560546875,23784.638671875,23784.638671875
2025-09-05 13:40,23799.98046875,23830.2890625,23795.2734375,23816.865234375
2025-09-05 13:45,23828.142578125,23828.142578125,23799.423828125,23815.451171875
2025-09-05 13:50,23849.333984375,23849.333984375,23807.904296875,23818.048828125
2025-09-05 14:00,23769.611328125,23790.548828125,23769.111328125,23789.779296875
2025-09-05 14:05,23795.076171875,23795.18359375,23748.005859375,23748.005859375
2025-09-05 14:10,23759.03515625,23759.234375,23717.66796875,23717.66796875
2025-09-05 14:15,23697.634765625,23700.3046875,23666.310546875,23666.310546875
2025-09-05 14:20,23682.224609375,23686.123046875,23655.2109375,23655.2109375
2025-09-05 14:25,23609.6640625,23622.173828125,23608.98828125,23619.3125
2025-09-05 14:30,23617.734375,23626.998046875,23601.57421875,23626.998046875
2025-09-05 14:35,23613.431640625,23619.8125,23581.482421875,23584.228515625
2025-09-05 14:40,23599.494140625,23599.494140625,23561.49609375,23564.01953125
2025-09-05 14:45,23551.68359375,23551.83984375,23539.23046875,23548.900390625
2025-09-05 14:50,23556.513671875,23588.626953125,23535.22265625,23587.8984375
2025-09-05 14:55,23570.86328125,23575.5,23556.216796875,23556.216796875
2025-09-05 15:00,23505.83203125,23525.6796875,23492.865234375,23500.701171875
2025-09-05 15:05,23513.697265625,23525.0,23498.09765625,23498.09765625
2025-09-05 15:10,23503.212890625,23537.90234375,23477.021484375,23537.453125
2025-09-05 15:15,23554.107421875,23556.138671875,23546.84765625,23551.759765625
2025-09-05 15:20,23559.771484375,23576.728515625,23555.033203125,23576.728515625
2025-09-05 15:25,23573.380859375,23602.111328125,23572.142578125,23599.30859375
2025-09-05 15:30,23589.5390625,23590.9453125,23577.779296875,23581.34765625
2025-09-05 15:35,23593.265625,23620.912109375,23593.265625,23620.912109375
2025-09-05 15:40,23613.05078125,23632.9140625,23609.224609375,23630.744140625
2025-09-05 15:50,23594.37109375,23603.515625,23594.37109375,23597.591796875
2025-09-05 15:55,23594.9453125,23603.275390625,23575.998046875,23582.3828125
2025-09-05 16:00,23565.94140625,23576.01171875,23565.94140625,23576.01171875
2025-09-05 16:05,23568.2734375,23588.18359375,23565.982421875,23586.955078125
2025-09-05 16:10,23602.861328125,23612.248046875,23602.861328125,23610.05078125
2025-09-05 16:15,23613.6015625,23619.79296875,23600.25,23601.203125
2025-09-05 16:20,23607.4375,23611.2734375,23590.283203125,23590.283203125
2025-09-05 16:25,23593.01171875,23600.955078125,23583.62890625,23585.947265625
2025-09-05 16:30,23593.423828125,23594.08203125,23586.201171875,23589.30859375
2025-09-05 16:35,23573.123046875,23574.416015625,23563.384765625,23570.986328125
2025-09-05 16:40,23587.171875,23606.3203125,23587.171875,23606.185546875
2025-09-05 16:45,23601.48828125,23612.150390625,23582.4453125,23591.69921875
2025-09-05 16:55,23594.529296875,23617.9140625,23593.7890625,23617.859375
2025-09-05 17:00,23601.953125,23603.787109375,23590.26953125,23590.26953125
2025-09-05 17:05,23583.283203125,23600.283203125,23572.609375,23600.203125
2025-09-05 17:10,23607.052734375,23611.6875,23607.052734375,23610.171875
2025-09-05 17:15,23610.86328125,23618.681640625,23602.44921875,23610.66015625
2025-09-05 17:20,23615.578125,23621.79296875,23615.578125,23619.89453125
2025-09-05 17:25,23613.560546875,23613.931640625,23598.140625,23600.37109375
2025-09-05 17:30,23598.478515625,23603.68359375,23593.5234375,23599.5703125
2025-09-05 17:35,23596.203125,23596.49609375,23585.39453125,23591.44140625
2025-09-05 17:40,23591.4296875,23591.4296875,23557.1171875,23573.37890625
2025-09-05 17:45,23570.802734375,23570.802734375,23566.52734375,23569.533203125
2025-09-05 17:50,23574.798828125,23576.634765625,23565.470703125,23576.634765625
2025-09-05 17:55,23564.6015625,23567.408203125,23563.486328125,23564.7265625
2025-09-05 18:00,23578.857421875,23585.833984375,23575.38671875,23576.166015625
2025-09-05 18:05,23586.3671875,23590.58984375,23582.861328125,23582.861328125
2025-09-05 18:10,23582.66015625,23593.478515625,23582.66015625,23593.478515625
2025-09-05 18:15,23594.755859375,23614.26171875,23594.755859375,23613.669921875
2025-09-05 18:20,23613.46484375,23616.87109375,23605.548828125,23612.0078125
2025-09-05 18:25,23598.578125,23609.52734375,23594.44140625,23608.095703125
2025-09-05 18:30,23612.173828125,23615.81640625,23611.748046875,23615.81640625
2025-09-05 18:35,23610.1171875,23610.583984375,23602.306640625,23604.904296875
2025-09-05 18:40,23602.67578125,23607.427734375,23601.171875,23607.427734375
2025-09-05 18:45,23614.201171875,23614.556640625,23607.779296875,23614.556640625
2025-09-05 18:50,23613.93359375,23621.015625,23600.677734375,23601.224609375
2025-09-05 19:00,23612.19140625,23614.205078125,23609.677734375,23613.3125
2025-09-05 19:05,23620.97265625,23634.9609375,23620.97265625,23629.38671875
2025-09-05 19:10,23634.955078125,23637.046875,23632.533203125,23635.771484375
2025-09-05 19:15,23635.7265625,23642.744140625,23635.7265625,23641.244140625
2025-09-05 19:20,23637.0625,23654.28125,23632.59375,23651.033203125
2025-09-05 19:25,23652.4453125,23652.802734375,23650.033203125,23652.802734375
2025-09-05 19:30,23629.017578125,23631.09375,23622.818359375,23624.109375
2025-09-05 19:35,23639.85546875,23647.083984375,23628.712890625,23630.396484375
2025-09-05 19:40,23635.296875,23636.55859375,23631.51953125,23631.51953125
2025-09-05 19:45,23629.173828125,23631.951171875,23624.3515625,23631.50390625
2025-09-05 19:50,23631.958984375,23634.384765625,23625.08203125,23625.08203125
2025-09-05 19:55,23632.630859375,23652.271484375,23622.474609375,23651.09765625
2025-09-08 13:30,23743.826171875,23776.744140625,23737.943359375,23776.22265625
2025-09-08 13:35,23779.3046875,23808.6796875,23767.3515625,23767.3515625
2025-09-08 13:40,23772.50390625,23808.244140625,23772.50390625,23792.251953125
2025-09-08 13:45,23795.181640625,23807.1015625,23792.736328125,23804.775390625
2025-09-08 13:50,23800.529296875,23821.927734375,23796.498046875,23821.5
2025-09-08 13:55,23824.451171875,23836.18359375,23816.474609375,23821.068359375
