timestamp,open,high,low,close,volume
1704069000000,1.1038,1.1038,1.10353,1.10353,2
1704086100000,1.1038,1.1045,1.1038,1.1042,22
1704098400000,1.1044,1.105,1.1044,1.1049,9
1704102900000,1.105,1.105,1.1049,1.1049,2
1704130200000,1.10404,1.1053,1.091,1.10404,73
1704130500000,1.1043,1.10499,1.104,1.10404,104
1704130800000,1.104,1.1043,1.104,1.10404,100
1704131100000,1.1042,1.1047,1.10404,1.10469,100
1704131400000,1.1048,1.1056,1.10469,1.1055,61
1704131700000,1.1056,1.1071,1.10472,1.1071,35
1704132000000,1.1072,1.1073,1.1047,1.1048,46
1704132300000,1.1047,1.1051,1.1046,1.1048,57
1704132600000,1.10482,1.1052,1.1044,1.1052,415
1704132900000,1.10502,1.10532,1.10422,1.1043,115
1704133200000,1.10422,1.1046,1.10374,1.10402,589
1704133500000,1.1039,1.1042,1.1038,1.104,96
1704133800000,1.1041,1.1043,1.10242,1.10399,105
1704134100000,1.10375,1.1042,1.10355,1.104,93
1704134400000,1.104,1.1045,1.10368,1.10395,89
1704134700000,1.1041,1.1045,1.1033,1.10387,50
1704135000000,1.1038,1.1046,1.10367,1.10383,43
1704135300000,1.1039,1.104,1.1032,1.10375,86
1704135600000,1.1038,1.1039,1.1036,1.10375,82
1704135900000,1.1038,1.104,1.10341,1.10375,94
1704136200000,1.1037,1.104,1.10341,1.1037,106
1704136500000,1.1035,1.1044,1.10311,1.1038,115
1704136800000,1.1039,1.1041,1.1035,1.10383,95
1704137100000,1.10373,1.10383,1.10373,1.10373,37
1704137400000,1.10383,1.1044,1.10359,1.1038,64
1704137700000,1.10383,1.1043,1.10363,1.1042,64
1704138000000,1.104,1.1044,1.10353,1.1042,77
1704138300000,1.1043,1.1045,1.10395,1.1042,62
1704138600000,1.1042,1.1044,1.10388,1.10408,87
1704138900000,1.1041,1.1046,1.10393,1.10423,96
1704139200000,1.1044,1.1047,1.10402,1.10423,85
1704139500000,1.1041,1.1046,1.1041,1.10423,33
1704139800000,1.10413,1.1049,1.10413,1.10423,63
1704140100000,1.10413,1.1052,1.10413,1.1052,47
1704140400000,1.105,1.1068,1.105,1.1068,30
1704140700000,1.1069,1.1077,1.10359,1.1049,33
1704141000000,1.1046,1.1049,1.1035,1.1043,58
1704141300000,1.1042,1.1047,1.104,1.1042,117
1704141600000,1.1044,1.10535,1.1037,1.10455,95
1704141900000,1.1044,1.1049,1.10438,1.1046,90
1704142200000,1.1047,1.1048,1.10436,1.10445,95
1704142500000,1.10455,1.1049,1.10399,1.1046,81
1704142800000,1.1045,1.1049,1.10439,1.1048,72
1704143100000,1.10455,1.1049,1.10445,1.1048,50
1704143400000,1.1047,1.105,1.10445,1.10455,49
1704143700000,1.1049,1.105,1.1044,1.10455,63
1704144000000,1.1046,1.105,1.10405,1.1046,108
1704144300000,1.10455,1.1049,1.10368,1.10455,103
1704144600000,1.1045,1.105,1.1031,1.10455,82
1704144900000,1.1048,1.1051,1.10438,1.10455,48
1704145200000,1.10445,1.105,1.10429,1.1047,60
1704145500000,1.10451,1.1049,1.10434,1.1048,65
1704145800000,1.1047,1.1049,1.10446,1.1045,48
1704146100000,1.1046,1.1049,1.10396,1.1046,51
1704146400000,1.1046,1.1048,1.10379,1.1047,36
1704146700000,1.1048,1.1051,1.1044,1.1049,35
1704147000000,1.1044,1.1054,1.1041,1.1053,51
1704147300000,1.1048,1.1051,1.10433,1.1047,30
1704147600000,1.1049,1.1051,1.10429,1.1045,44
1704147900000,1.1044,1.1052,1.1043,1.1051,47
1704148200000,1.1049,1.1051,1.1043,1.1046,51
1704148500000,1.1045,1.1047,1.10392,1.10437,57
1704148800000,1.1044,1.1045,1.1042,1.1043,120
1704149100000,1.10434,1.1045,1.1042,1.1045,116
1704149400000,1.1043,1.1045,1.1042,1.1043,80
