timestamp,open,high,low,close
1759881600000,1.16526,1.16528,1.1651,1.16522
1759881660000,1.16522,1.1653,1.16497,1.165
1759881720000,1.16498,1.1651,1.1649,1.16498
1759881780000,1.165,1.1651,1.16495,1.16503
1759881840000,1.16503,1.1652,1.16502,1.16514
1759881900000,1.16514,1.16514,1.16484,1.16489
1759881960000,1.16486,1.16492,1.16467,1.16487
1759882020000,1.1649,1.16492,1.1647,1.1648
1759882080000,1.16481,1.1649,1.1647,1.16475
1759882140000,1.16478,1.16479,1.1646,1.16468
1759882200000,1.16466,1.1648,1.1646,1.16471
1759882260000,1.16468,1.1647,1.1646,1.16464
1759882320000,1.16465,1.1647,1.1645,1.16461
1759882380000,1.16459,1.1648,1.1644,1.16466
1759882440000,1.16469,1.1648,1.1645,1.16471
1759882500000,1.16473,1.16476,1.1646,1.16464
1759882560000,1.16462,1.1647,1.1646,1.1647
1759882620000,1.16467,1.16471,1.1645,1.1646
1759882680000,1.1646,1.16471,1.16457,1.16465
1759882740000,1.16462,1.1647,1.1646,1.1647
1759882800000,1.16468,1.1647,1.1645,1.16459
1759882860000,1.1646,1.16464,1.1644,1.16459
1759882920000,1.16456,1.1646,1.1644,1.16455
1759882980000,1.1646,1.16464,1.1645,1.16463
1759883040000,1.16461,1.1648,1.16461,1.16474
1759883100000,1.16471,1.16482,1.16469,1.16481
1759883160000,1.16483,1.16483,1.1646,1.16477
1759883220000,1.16475,1.16491,1.1646,1.16489
1759883280000,1.16483,1.16486,1.1647,1.16484
1759883340000,1.16481,1.16481,1.1645,1.1648
1759883400000,1.16473,1.16476,1.1645,1.16468
1759883460000,1.16469,1.1648,1.1645,1.16474
1759883520000,1.16475,1.1649,1.1646,1.1646
1759883580000,1.16476,1.16476,1.16466,1.16468
1759883640000,1.16469,1.1648,1.16467,1.1647
1759883700000,1.16475,1.16485,1.1647,1.1648
1759883760000,1.1648,1.1649,1.1647,1.16489
1759883820000,1.16488,1.16494,1.1647,1.16484
1759883880000,1.16481,1.16489,1.1647,1.1647
1759883940000,1.16482,1.16489,1.1647,1.16488
1759884000000,1.16489,1.16495,1.1648,1.1648
1759884060000,1.16488,1.1649,1.1646,1.16489
1759884120000,1.16489,1.16491,1.1647,1.16488
1759884180000,1.16489,1.16494,1.1647,1.1649
1759884240000,1.1648,1.16491,1.1647,1.16484
1759884300000,1.16485,1.16491,1.1647,1.16489
1759884360000,1.1648,1.16494,1.1648,1.16493
1759884420000,1.16494,1.165,1.1648,1.16494
1759884480000,1.1648,1.165,1.1648,1.165
1759884540000,1.165,1.165,1.1648,1.16494
1759884600000,1.16491,1.16503,1.1648,1.16501
1759884660000,1.16497,1.1651,1.1649,1.16504
1759884720000,1.16501,1.16512,1.1649,1.16503
1759884780000,1.16504,1.16509,1.1649,1.165
1759884840000,1.16503,1.1651,1.16496,1.16497
1759884900000,1.16496,1.16496,1.1647,1.1648
1759884960000,1.16481,1.16481,1.16461,1.16463
1759885020000,1.16463,1.1648,1.1646,1.16476
1759885080000,1.16472,1.16474,1.1646,1.16466
1759885140000,1.16465,1.16474,1.1645,1.16471
1759885200000,1.16471,1.16471,1.1636,1.16395
1759885260000,1.16398,1.16435,1.16398,1.16411
1759885320000,1.16409,1.16419,1.16373,1.16375
1759885380000,1.16378,1.16414,1.16375,1.1639
1759885440000,1.16407,1.16412,1.1638,1.16396
1759885500000,1.16399,1.16402,1.16357,1.16366
1759885560000,1.16366,1.16388,1.1635,1.16369
1759885620000,1.1636,1.16376,1.1635,1.16376
1759885680000,1.1637,1.16396,1.16368,1.16389
1759885740000,1.16392,1.16403,1.16387,1.16391
1759885800000,1.16396,1.16416,1.1638,1.16399
1759885860000,1.16403,1.16425,1.16395,1.16423
1759885920000,1.1642,1.1643,1.164,1.16421
1759885980000,1.16423,1.16437,1.1641,1.16435
1759886040000,1.16429,1.1644,1.1641,1.16425
1759886100000,1.16423,1.16438,1.164,1.16427
1759886160000,1.16426,1.1643,1.1639,1.16411
1759886220000,1.16409,1.16422,1.1639,1.16418
1759886280000,1.16416,1.16422,1.164,1.16409
1759886340000,1.1641,1.16421,1.1639,1.16392
1759886400000,1.16391,1.16392,1.16377,1.16388
1759886460000,1.16384,1.164,1.1638,1.16388
1759886520000,1.16386,1.16392,1.16363,1.16363
1759886580000,1.16365,1.16367,1.16357,1.16364
1759886640000,1.16364,1.1637,1.1635,1.16366
1759886700000,1.16364,1.16367,1.1634,1.16355
1759886760000,1.16353,1.16358,1.16336,1.16341
1759886820000,1.16342,1.16342,1.16298,1.1631
1759886880000,1.16306,1.1631,1.1627,1.16277
1759886940000,1.16273,1.16298,1.16268,1.16296
1759887000000,1.16296,1.16296,1.1626,1.16267
1759887060000,1.16269,1.16282,1.1626,1.16274
1759887120000,1.16274,1.16285,1.1626,1.16277
1759887180000,1.16282,1.16282,1.16266,1.1627
1759887240000,1.16269,1.16276,1.1626,1.16263
1759887300000,1.16264,1.163,1.1626,1.16285
1759887360000,1.16288,1.16295,1.1627,1.16292
1759887420000,1.16291,1.16297,1.1627,1.16291
1759887480000,1.1629,1.1629,1.1627,1.16278
1759887540000,1.16276,1.1628,1.1626,1.16267
1759887600000,1.16269,1.16271,1.1626,1.16267
1759887660000,1.16267,1.1627,1.1626,1.16265
1759887720000,1.16263,1.1627,1.1626,1.16266
1759887780000,1.16264,1.1627,1.1625,1.16268
1759887840000,1.16267,1.16286,1.1626,1.16283
1759887900000,1.16281,1.1629,1.1627,1.16276
1759887960000,1.16275,1.1628,1.1625,1.16266
1759888020000,1.16264,1.16271,1.1625,1.16263
1759888080000,1.16264,1.1627,1.1625,1.16264
1759888140000,1.16259,1.16266,1.1625,1.16266
1759888200000,1.16263,1.16275,1.1625,1.16265
1759888260000,1.16267,1.1628,1.1624,1.16266
1759888320000,1.16267,1.16285,1.16264,1.16278
1759888380000,1.1628,1.16291,1.16276,1.16279
1759888440000,1.16281,1.16281,1.1626,1.16269
1759888500000,1.16265,1.16271,1.1626,1.16271
1759888560000,1.16268,1.16272,1.1625,1.16259
1759888620000,1.1626,1.1627,1.1624,1.1626
1759888680000,1.16259,1.16267,1.1625,1.1625
1759888740000,1.16262,1.16267,1.1624,1.16264
1759888800000,1.16267,1.16268,1.16211,1.16218
1759888860000,1.16219,1.16252,1.162,1.1623
1759888920000,1.16248,1.16251,1.1622,1.16249
1759888980000,1.16249,1.16251,1.1622,1.16226
1759889040000,1.1624,1.1624,1.16212,1.16216
1759889100000,1.16217,1.1624,1.162,1.16238
1759889160000,1.16236,1.1625,1.1622,1.1624
1759889220000,1.16238,1.1624,1.1621,1.1622
1759889280000,1.1622,1.16221,1.16207,1.16218
1759889340000,1.16218,1.16228,1.16207,1.16218
1759889400000,1.16217,1.16234,1.1621,1.16229
1759889460000,1.16233,1.16246,1.1621,1.16236
1759889520000,1.16236,1.16253,1.1622,1.16248
1759889580000,1.16252,1.16253,1.1621,1.16221
1759889640000,1.16223,1.16227,1.162,1.16222
1759889700000,1.16221,1.16232,1.16213,1.16213
1759889760000,1.1621,1.16213,1.1619,1.16207
1759889820000,1.16205,1.1622,1.16177,1.16182
1759889880000,1.16188,1.16194,1.1617,1.16175
1759889940000,1.16175,1.162,1.16174,1.16181
1759890000000,1.1618,1.1619,1.1616,1.16168
1759890060000,1.16168,1.16203,1.16167,1.16191
1759890120000,1.16189,1.16208,1.1618,1.16198
1759890180000,1.16202,1.16223,1.1619,1.16215
1759890240000,1.16216,1.16236,1.1621,1.16225
1759890300000,1.16227,1.16242,1.1622,1.16232
1759890360000,1.1623,1.16251,1.1622,1.16248
1759890420000,1.16245,1.16251,1.1622,1.16245
1759890480000,1.16245,1.16245,1.1622,1.16238
1759890540000,1.16237,1.1625,1.1623,1.16237
1759890600000,1.16235,1.16253,1.1622,1.1625
1759890660000,1.16252,1.1626,1.16238,1.16243
1759890720000,1.16244,1.1625,1.1622,1.16234
1759890780000,1.16237,1.16251,1.1622,1.16248
1759890840000,1.1625,1.16251,1.1624,1.16244
1759890900000,1.16246,1.16256,1.1623,1.16249
1759890960000,1.16252,1.16252,1.1622,1.16239
1759891020000,1.16239,1.16254,1.16236,1.1625
1759891080000,1.1625,1.16252,1.1622,1.16249
1759891140000,1.16246,1.16252,1.1624,1.16248
1759891200000,1.16248,1.16253,1.1623,1.16253
1759891260000,1.16252,1.16257,1.1624,1.16251
1759891320000,1.16252,1.16252,1.1624,1.16247
1759891380000,1.16248,1.16261,1.1624,1.16254
1759891440000,1.16257,1.16261,1.1625,1.16255
1759891500000,1.16258,1.16261,1.1624,1.16246
1759891560000,1.16247,1.1625,1.1623,1.16245
1759891620000,1.16242,1.1626,1.1624,1.16255
1759891680000,1.16252,1.16272,1.1624,1.16263
1759891740000,1.16266,1.16269,1.1625,1.1626
1759891800000,1.16255,1.16268,1.1624,1.16265
1759891860000,1.16264,1.1627,1.1625,1.1626
1759891920000,1.1626,1.16261,1.1623,1.1624
1759891980000,1.1624,1.16242,1.1622,1.16235
1759892040000,1.16234,1.1624,1.1621,1.16233
1759892100000,1.16233,1.16236,1.1621,1.1622
1759892160000,1.16222,1.16237,1.1622,1.16235
1759892220000,1.16237,1.16242,1.1623,1.16233
1759892280000,1.16236,1.1624,1.1622,1.16234
1759892340000,1.16234,1.1624,1.16229,1.1624
1759892400000,1.16236,1.1625,1.1623,1.16231
1759892460000,1.16234,1.16234,1.1621,1.1622
1759892520000,1.16225,1.1623,1.1622,1.16226
1759892580000,1.16223,1.16231,1.16218,1.16227
1759892640000,1.16223,1.1623,1.1621,1.16221
1759892700000,1.1622,1.16228,1.162,1.16225
1759892760000,1.1623,1.16232,1.1621,1.16227
1759892820000,1.16222,1.1624,1.1621,1.16225
1759892880000,1.16226,1.16227,1.1621,1.16222
1759892940000,1.16219,1.16222,1.16195,1.16197
1759893000000,1.16199,1.16201,1.1618,1.1619
1759893060000,1.16192,1.16192,1.1618,1.16187
1759893120000,1.16189,1.16203,1.16189,1.16201
1759893180000,1.16202,1.1621,1.1618,1.16197
1759893240000,1.16194,1.16201,1.16188,1.16195
1759893300000,1.16193,1.162,1.1618,1.16187
1759893360000,1.16186,1.16191,1.16171,1.16185
