timestamp,open,high,low,close,volume
2023-05-08 01:00,2017.12,2017.12,2016.2,2016.35,66
2023-05-08 01:05,2016.27,2016.46,2014.89,2015.01,202
2023-05-08 01:10,2015.01,2015.42,2014.07,2015.21,226
2023-05-08 01:15,2015.2,2016.27,2014.85,2015.44,115
2023-05-08 01:20,2015.42,2016.04,2015.23,2015.76,141
2023-05-08 01:25,2015.74,2015.94,2015.27,2015.32,133
2023-05-08 01:30,2015.29,2015.56,2014.57,2014.57,177
2023-05-08 01:35,2014.57,2014.87,2014.47,2014.55,185
2023-05-08 01:40,2014.62,2015.0,2014.53,2014.89,126
2023-05-08 01:45,2014.91,2015.14,2014.87,2015.1,114
2023-05-08 01:50,2015.15,2015.31,2015.01,2015.18,110
2023-05-08 01:55,2015.18,2015.43,2014.54,2014.57,157
2023-05-08 02:00,2014.55,2016.52,2014.55,2015.34,250
2023-05-08 02:05,2015.34,2016.26,2015.26,2015.86,172
2023-05-08 02:10,2015.86,2016.2,2015.54,2015.85,172
2023-05-08 02:15,2015.8,2016.46,2015.66,2016.26,164
2023-05-08 02:20,2016.2,2016.28,2016.01,2016.04,91
2023-05-08 02:25,2016.13,2017.01,2016.13,2017.0,143
2023-05-08 02:30,2017.0,2017.36,2016.81,2017.36,107
2023-05-08 02:35,2017.36,2017.36,2016.68,2016.74,144
2023-05-08 02:40,2016.74,2016.77,2015.56,2016.15,245
2023-05-08 02:45,2016.15,2016.41,2015.66,2016.04,326
2023-05-08 02:50,2016.04,2016.28,2015.6,2015.97,268
2023-05-08 02:55,2015.97,2016.27,2015.68,2015.96,237
2023-05-08 03:00,2015.96,2016.5,2015.62,2016.01,501
2023-05-08 03:05,2016.05,2017.2,2015.8,2017.13,352
2023-05-08 03:10,2017.16,2017.16,2016.13,2016.59,426
2023-05-08 03:15,2016.61,2017.37,2016.38,2017.2,298
2023-05-08 03:20,2017.12,2017.56,2016.97,2017.49,312
2023-05-08 03:25,2017.49,2018.43,2017.48,2018.18,321
2023-05-08 03:30,2018.15,2018.43,2017.98,2018.24,302
2023-05-08 03:35,2018.24,2018.46,2018.13,2018.22,281
2023-05-08 03:40,2018.14,2018.26,2017.91,2018.08,211
2023-05-08 03:45,2018.08,2018.35,2017.74,2017.88,204
2023-05-08 03:50,2017.88,2018.34,2017.25,2017.26,223
2023-05-08 03:55,2017.26,2018.64,2017.15,2018.04,313
2023-05-08 04:00,2018.04,2018.04,2015.15,2015.96,758
2023-05-08 04:05,2015.96,2016.53,2015.26,2016.28,637
2023-05-08 04:10,2016.28,2017.01,2015.97,2017.0,497
2023-05-08 04:15,2016.91,2017.65,2016.8,2017.21,427
2023-05-08 04:20,2017.21,2017.21,2016.33,2016.57,321
2023-05-08 04:25,2016.55,2017.51,2016.4,2017.51,395
2023-05-08 04:30,2017.51,2018.48,2017.19,2017.24,896
2023-05-08 04:35,2017.18,2017.99,2017.06,2017.29,486
2023-05-08 04:40,2017.29,2017.68,2017.02,2017.05,445
2023-05-08 04:45,2017.04,2017.26,2016.29,2016.76,558
2023-05-08 04:50,2016.77,2017.8,2016.16,2017.58,590
2023-05-08 04:55,2017.54,2018.06,2016.85,2016.97,588
2023-05-08 05:00,2016.97,2017.55,2016.62,2017.35,507
2023-05-08 05:05,2017.35,2017.4,2016.72,2016.8,710
2023-05-08 05:10,2016.79,2017.21,2016.32,2016.92,455
2023-05-08 05:15,2016.92,2017.61,2016.92,2017.11,225
2023-05-08 05:20,2017.1,2017.86,2017.05,2017.85,176
2023-05-08 05:25,2017.85,2019.69,2017.83,2019.3,589
2023-05-08 05:30,2019.3,2021.05,2018.84,2021.0,605
2023-05-08 05:35,2021.0,2021.23,2020.1,2020.2,528
2023-05-08 05:40,2020.22,2020.52,2019.73,2020.34,457
2023-05-08 05:45,2020.34,2020.88,2020.0,2020.85,435
2023-05-08 05:50,2020.85,2021.24,2020.56,2020.69,479
2023-05-08 05:55,2020.74,2020.8,2019.98,2020.23,429
2023-05-08 06:00,2020.18,2020.31,2019.87,2019.93,334
2023-05-08 06:05,2019.99,2020.39,2019.5,2020.34,408
2023-05-08 06:10,2020.37,2021.47,2020.07,2021.42,315
2023-05-08 06:15,2021.42,2021.44,2020.82,2020.98,263
2023-05-08 06:20,2020.98,2022.51,2020.97,2021.88,481
2023-05-08 06:25,2021.89,2021.91,2020.94,2021.35,497
2023-05-08 06:30,2021.34,2021.62,2021.0,2021.06,225
2023-05-08 06:35,2021.04,2021.94,2020.94,2021.7,250
2023-05-08 06:40,2021.72,2022.87,2021.7,2022.58,266
2023-05-08 06:45,2022.58,2023.29,2022.35,2023.09,288
2023-05-08 06:50,2023.09,2023.95,2023.05,2023.84,397
2023-05-08 06:55,2023.84,2024.02,2023.11,2023.24,279
2023-05-08 07:00,2023.3,2023.52,2022.79,2023.14,351
2023-05-08 07:05,2023.15,2023.25,2022.81,2023.22,234
2023-05-08 07:10,2023.24,2023.37,2022.97,2023.31,206
2023-05-08 07:15,2023.32,2024.56,2023.24,2024.2,317
2023-05-08 07:20,2024.21,2024.22,2023.7,2023.84,221
2023-05-08 07:25,2023.84,2024.62,2023.24,2024.05,287
2023-05-08 07:30,2024.06,2024.15,2023.67,2024.12,213
2023-05-08 07:35,2024.13,2024.26,2023.7,2024.16,200
2023-05-08 07:40,2024.24,2024.58,2024.21,2024.29,201
2023-05-08 07:45,2024.29,2024.51,2024.13,2024.26,198
2023-05-08 07:50,2024.27,2024.54,2023.91,2024.12,268
2023-05-08 07:55,2024.11,2024.45,2023.55,2023.75,216
2023-05-08 08:00,2023.75,2024.71,2023.73,2024.2,285
2023-05-08 08:05,2024.22,2024.29,2023.62,2023.85,249
2023-05-08 08:10,2023.86,2023.96,2022.87,2023.14,270
2023-05-08 08:15,2023.13,2023.27,2022.76,2023.2,270
2023-05-08 08:20,2023.19,2023.35,2022.68,2023.06,253
2023-05-08 08:25,2023.08,2023.3,2021.93,2022.54,406
2023-05-08 08:30,2022.54,2023.01,2022.05,2022.31,511
2023-05-08 08:35,2022.3,2022.39,2021.7,2022.29,361
2023-05-08 08:40,2022.28,2022.58,2021.98,2022.0,360
2023-05-08 08:45,2021.98,2022.03,2020.81,2020.94,491
2023-05-08 08:50,2020.94,2021.24,2020.11,2020.45,478
2023-05-08 08:55,2020.44,2021.05,2020.4,2020.95,421
2023-05-08 09:00,2020.95,2022.19,2020.73,2022.09,417
2023-05-08 09:05,2022.08,2022.1,2020.38,2021.22,403
2023-05-08 09:10,2021.28,2022.81,2021.28,2022.51,356
2023-05-08 09:15,2022.51,2022.84,2021.79,2022.15,432
2023-05-08 09:20,2022.17,2022.44,2021.22,2021.25,361
2023-05-08 09:25,2021.25,2021.59,2020.66,2020.66,268
2023-05-08 09:30,2020.65,2021.28,2020.49,2021.28,252
2023-05-08 09:35,2021.29,2022.2,2021.29,2022.13,272
2023-05-08 09:40,2022.13,2022.18,2021.23,2021.39,308
2023-05-08 09:45,2021.39,2021.76,2021.05,2021.55,316
2023-05-08 09:50,2021.57,2022.43,2021.27,2022.23,352
2023-05-08 09:55,2022.21,2022.35,2021.56,2022.06,515
2023-05-08 10:00,2021.91,2022.2,2021.04,2021.38,576
2023-05-08 10:05,2021.38,2022.01,2021.11,2021.8,558
2023-05-08 10:10,2021.75,2021.96,2020.84,2021.22,497
2023-05-08 10:15,2021.21,2022.08,2021.18,2021.77,419
2023-05-08 10:20,2021.77,2022.22,2021.25,2022.04,501
2023-05-08 10:25,2022.04,2022.72,2021.64,2022.32,493
2023-05-08 10:30,2022.33,2022.66,2021.51,2021.61,494
2023-05-08 10:35,2021.61,2022.23,2021.09,2021.53,469
2023-05-08 10:40,2021.48,2022.19,2021.33,2021.37,383
2023-05-08 10:45,2021.43,2021.96,2021.16,2021.79,361
2023-05-08 10:50,2021.78,2021.81,2021.07,2021.33,377
2023-05-08 10:55,2021.32,2021.92,2021.32,2021.52,362
2023-05-08 11:00,2021.51,2021.99,2019.96,2020.42,606
2023-05-08 11:05,2020.42,2021.34,2020.16,2020.7,520
2023-05-08 11:10,2020.68,2022.65,2020.34,2022.13,655
2023-05-08 11:15,2022.13,2022.36,2021.36,2021.96,506
2023-05-08 11:20,2021.97,2022.16,2020.77,2020.88,447
2023-05-08 11:25,2020.83,2021.96,2020.48,2021.53,398
2023-05-08 11:30,2021.53,2022.17,2021.22,2021.74,357
2023-05-08 11:35,2021.74,2022.43,2021.34,2022.14,264
2023-05-08 11:40,2022.12,2022.74,2021.99,2022.03,335
2023-05-08 11:45,2022.03,2022.5,2021.93,2022.47,347
2023-05-08 11:50,2022.48,2023.08,2022.48,2022.87,323
2023-05-08 11:55,2022.87,2022.87,2021.75,2022.51,467
2023-05-08 12:00,2022.5,2023.09,2022.25,2022.62,327
2023-05-08 12:05,2022.61,2023.03,2022.31,2022.86,317
2023-05-08 12:10,2022.87,2023.33,2022.45,2023.05,323
2023-05-08 12:15,2023.05,2023.34,2022.5,2022.89,325
2023-05-08 12:20,2022.89,2023.12,2022.11,2022.34,312
2023-05-08 12:25,2022.34,2023.29,2022.11,2023.26,357
2023-05-08 12:30,2023.26,2024.36,2023.26,2023.96,381
2023-05-08 12:35,2023.96,2024.23,2022.83,2022.84,356
2023-05-08 12:40,2022.83,2022.89,2022.24,2022.65,257
