timestamp,open,high,low,close,volume
1735765200000,1.03526,1.0358,1.03526,1.03526,55
1735766100000,1.0358,1.0359,1.03526,1.0355,57
1735767000000,1.0353,1.0362,1.03508,1.0358,102
1735767900000,1.0354,1.0362,1.0351,1.0358,112
1735768800000,1.0358,1.0365,1.03465,1.0355,112
1735769700000,1.0354,1.0359,1.03445,1.03509,103
1735770600000,1.0357,1.0358,1.0349,1.03551,468
1735771500000,1.0355,1.0358,1.03525,1.03548,709
1735772400000,1.03549,1.0356,1.0349,1.0353,655
1735773300000,1.03527,1.0355,1.035,1.03505,723
1735774200000,1.0351,1.03515,1.03458,1.03493,901
1735775100000,1.03487,1.03533,1.0348,1.03508,1105
1735785900000,1.0367,1.0372,1.0366,1.0371,752
1735786800000,1.03713,1.0374,1.0369,1.03713,938
1735787700000,1.03717,1.0372,1.03679,1.03705,967
1735788600000,1.03708,1.03742,1.0369,1.03719,1078
1735789500000,1.0372,1.0373,1.0368,1.03715,962
1735790400000,1.03716,1.0376,1.037,1.03742,940
1735791300000,1.03742,1.0375,1.037,1.03711,785
1735792200000,1.03712,1.03715,1.0365,1.03669,886
1735793100000,1.0367,1.03704,1.0366,1.03692,696
1735794000000,1.03691,1.0371,1.0364,1.03659,914
1735794900000,1.03662,1.0367,1.0362,1.03646,719
1735795800000,1.03646,1.0366,1.036,1.03619,727
1735796700000,1.0362,1.0365,1.036,1.0363,854
1735797600000,1.03638,1.03638,1.0359,1.03622,1279
1735798500000,1.0362,1.0364,1.0359,1.03616,1140
1735799400000,1.03616,1.0364,1.03597,1.03634,1361
1735800300000,1.03633,1.0365,1.0361,1.03638,1283
1735801200000,1.03636,1.0369,1.0362,1.03676,2113
1735802100000,1.03675,1.03694,1.0365,1.03685,1494
1735803000000,1.03684,1.037,1.0365,1.03682,1588
1735803900000,1.03681,1.0373,1.0361,1.03629,1842
1735804800000,1.03628,1.0371,1.03568,1.03579,3067
1735805700000,1.03581,1.03591,1.03473,1.03488,2619
1735806600000,1.03489,1.03606,1.0346,1.0358,2508
1735807500000,1.03592,1.0363,1.0353,1.03629,2460
1735808400000,1.03625,1.03667,1.03562,1.03629,2600
1735809300000,1.03629,1.03705,1.03602,1.03615,2018
1735810200000,1.03613,1.03649,1.0354,1.0356,2182
1735811100000,1.03558,1.03573,1.0348,1.03516,2029
1735812000000,1.03518,1.03553,1.035,1.03537,2122
1735812900000,1.03538,1.0357,1.0348,1.03506,2109
1735813800000,1.03505,1.0352,1.0338,1.03403,2746
1735814700000,1.03403,1.0342,1.03118,1.03167,3490
1735815600000,1.03168,1.03327,1.03151,1.0331,2728
1735816500000,1.03302,1.03343,1.03219,1.03219,2430
1735817400000,1.0322,1.0326,1.03149,1.03239,2352
1735818300000,1.0324,1.03323,1.032,1.03322,2015
1735819200000,1.03322,1.0335,1.0326,1.03297,2274
