timestamp,open,high,low,close,volume
1735765200000,1.03526,1.0359,1.03526,1.0355,112
1735767000000,1.0353,1.0362,1.03508,1.0358,214
1735768800000,1.0358,1.0365,1.03445,1.03509,215
1735770600000,1.0357,1.0358,1.0349,1.03548,1177
1735772400000,1.03549,1.0356,1.0349,1.03505,1378
1735774200000,1.0351,1.03533,1.03458,1.03508,2006
1735785000000,1.0367,1.0372,1.0366,1.0371,752
1735786800000,1.03713,1.0374,1.03679,1.03705,1905
1735788600000,1.03708,1.03742,1.0368,1.03715,2040
1735790400000,1.03716,1.0376,1.037,1.03711,1725
1735792200000,1.03712,1.03715,1.0365,1.03692,1582
1735794000000,1.03691,1.0371,1.0362,1.03646,1633
1735795800000,1.03646,1.0366,1.036,1.0363,1581
1735797600000,1.03638,1.0364,1.0359,1.03616,2419
1735799400000,1.03616,1.0365,1.03597,1.03638,2644
1735801200000,1.03636,1.03694,1.0362,1.03685,3607
1735803000000,1.03684,1.0373,1.0361,1.03629,3430
1735804800000,1.03628,1.0371,1.03473,1.03488,5686
1735806600000,1.03489,1.0363,1.0346,1.03629,4968
1735808400000,1.03625,1.03705,1.03562,1.03615,4618
1735810200000,1.03613,1.03649,1.0348,1.03516,4211
1735812000000,1.03518,1.0357,1.0348,1.03506,4231
1735813800000,1.03505,1.0352,1.03118,1.03167,6236
1735815600000,1.03168,1.03343,1.03151,1.03219,5158
1735817400000,1.0322,1.03323,1.03149,1.03322,4367
1735819200000,1.03322,1.0335,1.0325,1.03292,4264
1735821000000,1.03293,1.0332,1.0313,1.03182,4958
1735822800000,1.0318,1.03237,1.03119,1.03171,5626
1735824600000,1.03178,1.033,1.0309,1.03134,6983
1735826400000,1.03134,1.03201,1.03053,1.03159,5984
1735828200000,1.03158,1.0324,1.03014,1.03056,6577
1735830000000,1.03038,1.03089,1.02809,1.02858,6756
1735831800000,1.02859,1.02972,1.02714,1.0274,7978
1735833600000,1.02742,1.02762,1.02211,1.02531,8495
1735835400000,1.0253,1.02643,1.02404,1.02613,6825
1735837200000,1.02604,1.02681,1.0255,1.02569,5921
1735839000000,1.02568,1.02665,1.0251,1.02647,5073
1735840800000,1.02653,1.02663,1.02596,1.02625,4139
1735842600000,1.02624,1.02624,1.0255,1.02565,3589
1735844400000,1.02566,1.02594,1.0249,1.02569,3658
1735846200000,1.02569,1.02595,1.0247,1.02509,3524
1735848000000,1.02509,1.02631,1.025,1.02621,2828
1735849800000,1.02623,1.02643,1.0258,1.02615,2475
1735851600000,1.02614,1.0266,1.026,1.02649,1257
1735853400000,1.02649,1.02682,1.02608,1.02608,1441
1735855200000,1.02608,1.0266,1.02497,1.0266,316
1735857000000,1.02638,1.0268,1.02631,1.02652,849
1735858800000,1.02652,1.0268,1.02635,1.02661,1072
1735860600000,1.02663,1.02681,1.0263,1.02678,1021
1735862400000,1.02675,1.02694,1.0264,1.02676,1693
1735864200000,1.02675,1.02735,1.0266,1.02726,1784
1735866000000,1.02729,1.0273,1.0265,1.02683,2305
1735867800000,1.02682,1.02701,1.0265,1.02675,2322
1735869600000,1.02674,1.0272,1.0265,1.02714,2605
1735871400000,1.02715,1.02746,1.0269,1.02723,1957
1735873200000,1.02724,1.02745,1.0269,1.02734,1862
1735875000000,1.02736,1.02741,1.0268,1.02704,1658
1735876800000,1.02707,1.0271,1.0265,1.02689,1493
1735878600000,1.02688,1.02698,1.0266,1.02693,1496
1735880400000,1.02696,1.0272,1.0263,1.02717,1912
1735882200000,1.02713,1.0274,1.0268,1.02717,1880
1735884000000,1.02717,1.0276,1.027,1.02737,1759
1735885800000,1.02736,1.02795,1.0271,1.02793,1874
1735887600000,1.02783,1.02827,1.02685,1.02782,5021
1735889400000,1.02781,1.0285,1.0276,1.02804,4079
1735891200000,1.02809,1.02881,1.0278,1.02809,4969
1735893000000,1.02808,1.02861,1.0272,1.02803,4399
1735894800000,1.02804,1.02991,1.0279,1.02961,5050
1735896600000,1.02959,1.03,1.0287,1.02902,4077
1735898400000,1.02896,1.02937,1.0278,1.02838,4222
1735900200000,1.02837,1.0286,1.02783,1.02814,3625
1735902000000,1.02813,1.03,1.028,1.02979,4051
1735903800000,1.0298,1.0303,1.0291,1.02973,3647
1735905600000,1.02972,1.0301,1.0293,1.02959,3958
1735907400000,1.02961,1.0301,1.0294,1.02956,3885
1735909200000,1.02958,1.03002,1.029,1.02937,4125
1735911000000,1.02938,1.03,1.02908,1.02931,4477
1735912800000,1.0293,1.02948,1.0287,1.02909,4617
1735914600000,1.02907,1.0302,1.02888,1.03001,5167
1735916400000,1.02984,1.0306,1.02723,1.02749,7784
1735918200000,1.02752,1.02892,1.0272,1.02891,6574
1735920000000,1.0289,1.0296,1.0285,1.0295,4690
1735921800000,1.02956,1.02998,1.0283,1.02908,4312
1735923600000,1.02909,1.0305,1.02897,1.03022,4355
1735925400000,1.03023,1.0306,1.0296,1.02979,3778
1735927200000,1.0298,1.0302,1.02916,1.03009,3416
1735929000000,1.03012,1.03022,1.0292,1.02973,3085
1735930800000,1.02968,1.0305,1.0292,1.03038,3081
1735932600000,1.03036,1.03061,1.0297,1.03011,3056
1735934400000,1.03012,1.0309,1.02986,1.03027,3311
1735936200000,1.03029,1.03071,1.0299,1.03057,2524
1735938000000,1.03056,1.031,1.0304,1.03077,1439
1735939800000,1.03077,1.0309,1.0304,1.0307,1457
1736114400000,1.02983,1.03026,1.02983,1.03025,13
1736116200000,1.03025,1.03054,1.02917,1.02991,214
1736118000000,1.02997,1.03061,1.02997,1.03052,573
1736119800000,1.03053,1.03078,1.03032,1.0305,663
1736121600000,1.03049,1.03049,1.02955,1.02969,1164
1736123400000,1.02974,1.03044,1.02952,1.03028,1170
1736125200000,1.03028,1.03112,1.03011,1.03068,1289
1736127000000,1.03069,1.03136,1.03049,1.03119,2389
1736128800000,1.03122,1.03176,1.03105,1.03131,2710
1736130600000,1.03132,1.03177,1.03117,1.03161,2145
1736132400000,1.03159,1.03181,1.03144,1.03154,1873
1736134200000,1.03153,1.03181,1.03129,1.0316,1845
1736136000000,1.03163,1.03175,1.0311,1.03154,1639
1736137800000,1.0316,1.0318,1.0313,1.03153,1427
1736139600000,1.03152,1.0318,1.0312,1.03162,1815
1736141400000,1.03161,1.0318,1.0308,1.03088,2039
1736143200000,1.03087,1.0313,1.0306,1.03089,2374
1736145000000,1.0309,1.03166,1.03086,1.03126,2267
1736146800000,1.03133,1.03198,1.0308,1.03191,2807
1736148600000,1.03193,1.03282,1.0318,1.03272,3599
1736150400000,1.03271,1.0343,1.0326,1.03402,5270
1736152200000,1.03403,1.03523,1.0331,1.035,5117
1736154000000,1.03502,1.03688,1.03399,1.0357,6834
1736155800000,1.03583,1.03594,1.0349,1.03556,4679
1736157600000,1.03555,1.03579,1.0341,1.0345,4339
1736159400000,1.0345,1.0349,1.0333,1.03352,3914
1736161200000,1.03336,1.04168,1.03287,1.04135,8559
1736163000000,1.04132,1.04326,1.04074,1.04218,7870
1736164800000,1.04207,1.04306,1.0398,1.03991,6525
1736166600000,1.0399,1.0414,1.0392,1.04083,6134
1736168400000,1.04111,1.04366,1.04089,1.04357,7002
1736170200000,1.04346,1.04359,1.0403,1.04167,7190
1736172000000,1.04166,1.04236,1.03515,1.03799,8717
1736173800000,1.03809,1.03986,1.03655,1.03928,8367
1736175600000,1.03929,1.03986,1.0375,1.03808,8126
1736177400000,1.03809,1.03986,1.03706,1.03934,8524
1736179200000,1.03937,1.0398,1.0384,1.0395,6788
1736181000000,1.03951,1.04028,1.039,1.03968,5067
1736182800000,1.03966,1.03968,1.0379,1.03832,4468
1736184600000,1.03825,1.0388,1.0378,1.03873,3862
1736186400000,1.03874,1.03893,1.0376,1.03856,4354
1736188200000,1.03855,1.03881,1.0379,1.03817,3734
1736190000000,1.03819,1.03902,1.0378,1.03882,4206
1736191800000,1.03881,1.0392,1.03855,1.03881,3615
1736193600000,1.03879,1.03922,1.0386,1.03891,3119
1736195400000,1.03892,1.03892,1.0384,1.03876,2700
1736197200000,1.03876,1.03923,1.0385,1.0391,1701
1736199000000,1.03909,1.03915,1.0387,1.03889,1596
1736200800000,1.03889,1.0394,1.03795,1.03915,338
1736202600000,1.03919,1.0393,1.03837,1.03894,838
1736204400000,1.03896,1.0391,1.0382,1.03829,1116
1736206200000,1.03829,1.0387,1.0381,1.03832,1186
1736208000000,1.03828,1.0384,1.03769,1.03773,2351
1736209800000,1.03771,1.03856,1.0376,1.03844,2949
1736211600000,1.03843,1.0385,1.0377,1.038,2914
1736213400000,1.03799,1.0384,1.0375,1.03811,3039
1736215200000,1.03808,1.03853,1.0379,1.0384,2289
1736217000000,1.03843,1.03844,1.0379,1.03824,2312
1736218800000,1.03821,1.0386,1.0379,1.03855,1935
1736220600000,1.03856,1.0393,1.0384,1.03927,1948
1736222400000,1.03928,1.0394,1.0389,1.03926,1580
1736224200000,1.03925,1.03944,1.039,1.03917,1676
1736226000000,1.03913,1.0397,1.039,1.03952,2082
1736227800000,1.03954,1.04032,1.0395,1.03966,2903
