timestamp,open,high,low,close,volume
1735765200000,1.03526,1.0358,1.03526,1.03526,12
1735765500000,1.0356,1.0358,1.03526,1.0357,17
1735765800000,1.03526,1.0358,1.03526,1.03526,26
1735766100000,1.0358,1.0359,1.03526,1.0354,25
1735766400000,1.03526,1.0355,1.03526,1.0355,4
1735766700000,1.0354,1.0358,1.0353,1.0355,28
1735767000000,1.0353,1.036,1.03508,1.0359,23
1735767300000,1.0362,1.0362,1.0354,1.0359,38
1735767600000,1.0357,1.0362,1.0356,1.0358,41
1735767900000,1.0354,1.0359,1.0351,1.0355,34
1735768200000,1.0356,1.0362,1.0354,1.0355,39
1735768500000,1.0358,1.0362,1.0354,1.0358,39
1735768800000,1.0358,1.0361,1.03483,1.0354,36
1735769100000,1.03479,1.0365,1.03466,1.0354,42
1735769400000,1.03499,1.0356,1.03465,1.0355,34
1735769700000,1.0354,1.0356,1.03462,1.0355,32
1735770000000,1.0357,1.0359,1.03445,1.03498,37
1735770300000,1.0354,1.0357,1.03471,1.03509,34
1735770600000,1.0357,1.0358,1.0349,1.0356,28
1735770900000,1.0356,1.0358,1.03493,1.03568,108
1735771200000,1.03549,1.0358,1.0354,1.03551,332
1735771500000,1.0355,1.0358,1.03543,1.0356,293
1735771800000,1.0355,1.0357,1.03535,1.03563,196
1735772100000,1.03562,1.03573,1.03525,1.03548,220
1735772400000,1.03549,1.0356,1.0349,1.03557,226
1735772700000,1.03558,1.0356,1.0352,1.03536,223
1735773000000,1.03537,1.0354,1.0352,1.0353,206
1735773300000,1.03527,1.0354,1.0352,1.03537,266
1735773600000,1.03536,1.0354,1.0351,1.03517,246
1735773900000,1.0352,1.0355,1.035,1.03505,211
1735774200000,1.0351,1.03515,1.0346,1.03486,376
1735774500000,1.03482,1.0349,1.03458,1.03486,318
1735774800000,1.03486,1.03493,1.0347,1.03493,207
1735775100000,1.03487,1.0352,1.0348,1.0351,320
1735775400000,1.03515,1.03533,1.035,1.03514,390
1735775700000,1.03511,1.0353,1.0349,1.03508,395
1735785900000,1.0367,1.03703,1.0366,1.03702,133
1735786200000,1.03699,1.0371,1.03679,1.03695,261
1735786500000,1.03692,1.0372,1.0368,1.0371,358
1735786800000,1.03713,1.0372,1.037,1.03715,338
1735787100000,1.03713,1.03732,1.0369,1.03731,290
1735787400000,1.03728,1.0374,1.037,1.03713,310
1735787700000,1.03717,1.0372,1.03679,1.03696,367
1735788000000,1.0369,1.03713,1.0368,1.03713,273
1735788300000,1.03714,1.0372,1.0369,1.03705,327
1735788600000,1.03708,1.03741,1.0369,1.03734,373
1735788900000,1.03733,1.03742,1.037,1.03716,340
