timestamp,open,high,low,close
1755003600,1.16418,1.16681,1.16175,1.16523
1755007200,1.16515,1.16627,1.1641,1.1658
1755010800,1.16579,1.16971,1.1655,1.16721
1755014400,1.16716,1.1686,1.16648,1.16796
1755018000,1.16798,1.16806,1.167,1.1673
1755021600,1.16734,1.1679,1.1663,1.16689
1755025200,1.16687,1.1676,1.1664,1.16746
1755028800,1.16743,1.1677,1.1671,1.1674
1755032400,1.1674,1.1679,1.16655,1.1672
1755036000,1.16728,1.1679,1.16724,1.16762
1755039600,1.16762,1.168,1.1674,1.16772
1755043200,1.16774,1.16806,1.167,1.168
1755046800,1.16796,1.1687,1.1675,1.16766
1755050400,1.16771,1.1686,1.167,1.16814
1755054000,1.16818,1.16876,1.1678,1.16837
1755057600,1.16838,1.16862,1.168,1.16835
1755061200,1.16841,1.16852,1.1675,1.16793
